SBS0_Load,SBS0_SINR,SBS0_PRB,SBS0_Power,SBS1_Load,SBS1_SINR,SBS1_PRB,SBS1_Power,SBS2_Load,SBS2_SINR,SBS2_PRB,SBS2_Power,SBS3_Load,SBS3_SINR,SBS3_PRB,SBS3_Power,SBS4_Load,SBS4_SINR,SBS4_PRB,SBS4_Power,SBS5_Load,SBS5_SINR,SBS5_PRB,SBS5_Power,Throughput,Delay,SINR,EnergyEfficiency,TotalPower,PacketLoss,BackhaulUtilization,SleepRatio,ActiveSBS,Reward
41.4872,16.2292,35,28,55.3033,17.5775,38,29,20.7066,8.23186,25,27,16.1274,7.01629,20,23,36.3063,12.3562,46,28,46.6595,7.84134,44,22,35.3767,0.006,11.5421,0.958316,36.9154,2.5,7.22542,0,6,47.5316
36.9356,24.5139,52,29,11.0275,16.8923,20,28,57.4874,12.0224,28,24,38.2832,13.1051,26,22,42.4093,12.3173,43,27,26.4562,16.8592,41,24,47.3053,0.005,15.9517,1.34821,35.0873,0.5,37.3985,0.166667,5,75.7897
36.9356,24.5139,37,27,11.0275,16.8923,20,28,57.4874,12.0224,28,24,38.2832,13.1051,20,22,42.4093,12.3173,43,27,26.4562,16.8592,28,22,42.957,0.005,15.9517,1.18661,36.2015,0.5,12.2259,0,6,68.6405
11.2339,12.8836,22,28,48.153,20.9302,35,29,37.324,3.91883,18,24,20.8947,20.1469,31,27,59.6844,18.8269,52,28,39.6061,5.10072,19,28,36.4056,0.004,13.6345,1.05708,34.4396,0.5,28.0907,0.333333,4,57.4471
15.9866,11.1334,27,23,23.6732,17.5679,33,26,47.4606,8.16935,29,26,43.9733,8.32894,28,25,52.4066,10.9412,48,23,12.3236,16.9797,42,25,29.5459,0.008,12.1867,0.860701,34.3277,4.5,20.9538,0.166667,5,29.7896
56.1064,16.7696,56,27,28.119,11.2729,29,23,43.4776,8.94533,29,23,31.0742,13.5551,21,23,28.2287,20.8752,51,22,37.2827,10.0661,29,27,40.9585,0.006,13.5807,1.14539,35.7594,4.5,9.83554,0,6,49.415
56.1064,16.7696,38,25,28.119,11.2729,29,23,43.4776,8.94533,29,23,31.0742,13.5551,31,23,28.2287,20.8752,51,22,37.2827,10.0661,29,21,40.9585,0.006,13.5807,1.21542,33.6992,4.5,33.0583,0.166667,5,49.4434
22.9936,20.0271,36,29,57.8192,9.89432,21,29,36.2241,10.5246,29,28,54.9169,18.9218,30,26,22.3028,9.43218,39,26,55.2894,17.8074,57,30,41.58,0.003,14.4346,1.09376,38.0158,2.5,15.0391,0,6,57.6126
44.9786,9.64638,29,27,14.7476,0.699732,20,22,27.5885,20.1621,37,31,23.9688,17.6322,23,30,17.2982,10.7777,38,28,59.6624,25.3778,45,31,37.8618,0.009,14.0493,1.01483,37.3085,1.5,37.2632,0.166667,5,54.7638
27.2777,18.3123,30,22,36.8284,10.8838,24,22,30.3034,22.8876,34,30,17.6471,14.4902,25,27,13.7447,14.0335,36,26,28.4621,24.9624,50,30,43.2961,0.005,17.595,1.21222,35.7163,0.5,24.6513,0.166667,5,69.0201
36.123,18.7088,36,30,18.2741,15.2005,20,31,15.9842,19.6819,34,24,18.3295,-0.757177,20,22,34.3647,9.96552,43,31,19.5364,11.4704,27,28,37.1628,0.006,12.3783,1.00281,37.0585,1.5,17.3342,0.166667,5,54.252
36.123,18.7088,36,28,18.2741,15.2005,20,31,15.9842,19.6819,34,24,18.3295,-0.757177,20,22,34.3647,9.96552,43,31,19.5364,11.4704,27,28,37.1628,0.006,12.3783,0.973117,38.1894,1.5,6.24033,0,6,54.2568
20.1631,16.5344,32,29,21.0842,4.67745,22,24,27.748,19.9459,36,31,52.4343,9.83399,20,25,28.2245,7.85369,40,31,44.9874,16.6777,52,27,39.8505,0.006,12.5872,1.03829,38.3808,1.5,9.31783,0,6,58.7021
45.7646,9.26783,29,25,30.7577,18.7647,25,24,23.3416,21.4797,37,30,15.068,6.36513,20,24,59.4326,18.5312,57,30,35.3786,13.1836,31,23,43.9686,0.008,14.5987,1.23792,35.5181,1.5,30.0766,0.166667,5,66.0726
19.6922,21.2796,36,27,56.1722,10.8205,22,23,51.4048,25.8877,45,29,25.7214,4.31114,21,25,46.7319,9.62021,47,24,51.8486,13.3332,33,28,40.3758,0.008,14.2087,1.14725,35.1934,4.5,29.5267,0.166667,5,48.0005
19.6922,21.2796,36,29,56.1722,10.8205,22,23,51.4048,25.8877,45,29,25.7214,4.31114,20,25,46.7319,9.62021,47,24,51.8486,13.3332,33,24,40.3758,0.008,14.2087,1.15009,35.1068,4.5,35.7273,0.166667,5,47.844
25.298,15.0168,31,25,57.266,16.0586,27,24,28.0697,10.5852,28,21,19.1337,18.6991,33,31,40.209,15.8348,51,29,58.0144,21.9023,42,28,35.2569,0.003,16.3495,0.982702,35.8775,3.5,12.2181,0.166667,5,43.4952
49.8362,12.372,33,20,52.4006,20.5174,30,28,23.0607,13.5153,30,29,35.5197,5.17709,20,25,16.8865,9.23991,37,27,37.0953,19.2088,37,28,35.1335,0.006,13.3384,0.95023,36.9737,4.5,13.2599,0,6,38.9164
21.3976,5.0453,22,23,51.144,8.77869,20,27,48.2479,15.5259,35,30,52.9944,14.7762,25,22,31.9973,18.2894,49,31,52.7928,16.2313,36,27,37.6741,0.008,13.1078,1.00146,37.6193,4.5,4.81729,0,6,43.3287
21.3976,5.0453,22,23,51.144,8.77869,20,27,48.2479,15.5259,35,31,52.9944,14.7762,35,22,31.9973,18.2894,49,31,52.7928,16.2313,36,25,37.6741,0.008,13.1078,0.99949,37.6933,4.5,5.82892,0,6,43.2767
56.4655,10.5626,50,28,10.5696,-0.404958,20,22,51.3907,13.5793,34,27,21.1909,9.84576,20,27,49.6166,15.3565,52,29,52.4709,18.5656,38,30,38.9385,0.007,11.2508,1.03598,37.5861,1.5,5.94666,0,6,57.4754
24.8535,14.584,26,25,40.419,15.024,20,29,19.7448,9.4621,20,22,17.8953,5.24509,20,24,58.7839,15.6172,50,24,13.0519,13.4984,34,30,24.8844,0.003,12.2385,0.676733,36.7714,0.5,7.8908,0,6,37.5471
15.3098,10.4251,26,27,48.4975,13.0081,23,26,47.6854,14.6198,35,26,16.6155,9.14252,25,27,27.7429,20.5609,51,27,13.5048,15.4281,30,27,40.7594,0.009,13.8641,1.10756,36.801,1.5,4.29318,0,6,60.8817
10.9763,15.9504,30,29,26.1661,13.8014,20,29,57.625,4.47307,27,22,24.4446,8.98547,20,24,16.7678,18.643,45,29,32.0925,13.0452,30,31,38.876,0.009,12.4831,1.02167,38.0516,3.5,6.62216,0,6,49.1995
10.9763,15.9504,41,31,26.1661,13.8014,30,29,57.625,4.47307,27,22,24.4446,8.98547,26,24,16.7678,18.643,23,29,32.0925,13.0452,30,31,33.5567,0.009,12.4831,0.944829,35.5162,3.5,31.1208,0.333333,4,40.0738
50.7918,15.5401,30,27,11.2242,17.7291,20,26,19.7136,19.9797,29,27,28.5217,12.0949,20,25,17.2939,12.5653,20,30,44.4477,13.5305,44,29,31.3733,0.004,15.2399,0.836374,37.511,0.5,7.17362,0,6,48.5148
29.486,16.2222,33,28,47.524,12.1028,32,23,26.6128,11.4263,41,29,34.3434,12.5942,21,24,56.3653,9.40167,49,28,49.2338,8.34645,29,23,30.0829,0.002,11.6823,0.819552,36.7065,3.5,11.4785,0,6,34.3898
22.0789,4.80958,22,25,21.2078,10.5474,20,29,55.2788,5.62797,28,27,54.9252,5.54407,27,22,20.1383,21.5032,50,31,15.3238,11.5338,39,24,40.4339,0.009,9.92767,1.08459,37.2803,2.5,7.82846,0,6,56.0654
22.0789,4.80958,22,27,21.2078,10.5474,20,29,55.2788,5.62797,28,27,54.9252,5.54407,27,22,20.1383,21.5032,50,31,15.3238,11.5338,27,24,40.4339,0.009,9.92767,1.07924,37.4653,2.5,7.82846,0,6,56.0077
59.9229,5.10605,27,21,49.0376,7.45273,20,24,53.5783,14.6914,36,26,10.8244,9.22333,20,28,48.973,21.9026,58,25,18.5856,30.174,44,31,52.5899,0.005,14.7583,1.42207,36.9813,1.5,6.31628,0,6,81.0883
38.8356,8.98379,28,25,30.9557,26.6299,32,31,30.2897,13.7056,31,24,13.7502,4.32419,20,25,57.7687,14.4012,53,22,57.6034,10.8478,32,26,44.8634,0.007,13.1487,1.27456,35.1992,2.5,22.6432,0.166667,5,63.9614
18.377,5.4607,21,21,55.0799,19.9968,30,31,10.8892,15.728,30,27,34.1197,6.60328,25,20,16.9887,6.46751,34,25,43.815,16.5828,51,30,31.2954,0.009,11.8065,0.838968,37.3022,1.5,7.73413,0,6,44.3936
23.3705,23.8295,39,25,14.701,18.198,23,27,47.0681,17.2581,37,27,42.9344,9.06143,20,23,49.4827,23.6041,60,28,17.6954,13.6337,29,25,46.3618,0.003,17.5975,1.2714,36.4653,4.5,14.7687,0,6,58.3387
23.3705,23.8295,39,25,14.701,18.198,33,27,47.0681,17.2581,37,29,42.9344,9.06143,20,23,49.4827,23.6041,60,28,17.6954,13.6337,41,27,46.3618,0.003,17.5975,1.25494,36.9434,4.5,14.7687,0,6,58.1688
36.5463,19.6929,37,30,59.4149,6.39864,28,24,25.1628,11.0161,27,26,42.9554,17.3495,36,26,51.3189,19.3367,56,25,12.8629,14.0135,28,24,39.1788,0.003,14.6346,1.07002,36.6148,4.5,4.23328,0,6,46.2571
14.8845,19.2713,34,25,29.6298,18.0819,25,29,34.4437,18.7601,36,30,29.2368,10.1312,20,27,49.3157,11.1391,49,25,34.6327,6.08575,25,26,38.3319,0.004,13.9116,1.06994,35.8261,2.5,29.6959,0.166667,5,52.2804
19.3812,11.7639,27,24,21.3558,13.3853,20,23,25.6688,21.8978,37,31,32.4105,21.7759,38,29,23.9411,9.08111,39,30,18.2872,8.85697,24,23,40.4285,0.002,14.4602,1.07227,37.7035,4.5,4.95645,0,6,48.0459
19.3812,11.7639,27,22,21.3558,13.3853,30,21,25.6688,21.8978,37,31,32.4105,21.7759,28,29,23.9411,9.08111,39,30,18.2872,8.85697,24,23,40.4285,0.002,14.4602,1.07703,37.5372,4.5,4.95645,0,6,48.0972
41.0311,8.31058,28,26,42.2103,17.9887,27,31,51.982,4.04071,25,26,45.3476,15.546,34,24,38.2656,13.6443,47,22,31.4858,10.3792,28,24,28.8977,0.005,11.6516,0.820585,35.216,4.5,10.7324,0.166667,5,28.747
36.2135,9.05408,23,24,37.2277,8.14693,20,24,13.492,15.7069,26,30,30.9844,19.7828,21,28,48.4881,1.08538,34,22,21.6865,17.6745,28,24,32.825,0.002,11.9084,0.898256,36.543,0.5,9.9542,0,6,51.1915
49.5804,5.21743,26,24,15.4283,10.9472,26,26,14.7206,22.5226,37,31,22.6664,10.6965,27,23,51.3751,6.37758,27,26,15.4015,3.96941,20,22,44.4619,0.002,9.95512,1.2644,35.1643,2.5,42.2963,0.166667,5,62.7161
49.5804,5.21743,26,24,15.4283,10.9472,20,26,14.7206,22.5226,37,31,22.6664,10.6965,20,23,51.3751,6.37758,44,26,15.4015,3.96941,20,20,44.4619,0.002,9.95512,1.26651,35.1059,2.5,29.3725,0.166667,5,63.1253
31.3425,19.0464,36,31,57.7857,10.2997,32,20,15.7343,23.6325,38,31,43.594,6.2994,26,22,50.3869,15.0539,25,28,57.4155,15.4159,36,28,44.2328,0.008,14.958,1.21059,36.5383,3.5,34.539,0.166667,5,58.0347
20.2552,11.0547,27,28,37.1134,13.1713,21,28,18.0137,22.9575,37,31,55.8829,9.18448,21,29,41.1448,7.45091,43,23,10.3603,6.36639,32,22,40.0872,0.005,11.6975,1.06408,37.6732,2.5,12.4278,0,6,55.2317
38.3751,7.64528,21,26,59.5657,5.41641,20,24,39.0252,19.9434,32,30,44.2545,14.2589,20,29,39.7142,20.4559,48,30,31.5193,3.87983,17,22,34.9399,0.003,11.9333,0.9292,37.6021,0.5,4.01215,0,6,54.6999
38.3751,7.64528,21,28,59.5657,5.41641,20,24,39.0252,19.9434,32,27,44.2545,14.2589,28,29,39.7142,20.4559,48,30,31.5193,3.87983,31,22,34.9399,0.003,11.9333,0.935819,37.3362,0.5,4.8547,0,6,54.7488
44.2272,9.95395,29,26,29.8754,3.82589,20,23,27.8946,16.2404,33,30,50.6044,4.57644,20,26,50.4157,16.3417,53,26,38.3166,23.2894,40,26,44.9083,0.002,12.3713,1.2206,36.792,2.5,5.3455,0,6,64.0136
22.9662,13.6705,30,20,34.675,19.0965,27,31,17.1453,11.8903,27,26,12.5102,11.8388,20,23,47.3173,5.84721,44,23,46.5573,16.5261,35,30,27.4859,0.006,13.1449,0.739741,37.1561,2.5,8.48103,0,6,33.8898
38.0286,10.1007,29,22,48.0197,12.7664,33,23,11.1238,9.1354,24,23,25.5514,20.4333,36,20,24.3497,21.1516,50,24,45.5939,13.2522,32,24,38.1672,0.007,14.4733,1.13391,33.6599,4.5,29.8077,0.166667,5,44.7
38.0286,10.1007,29,28,48.0197,12.7664,23,23,11.1238,9.1354,24,23,25.5514,20.4333,26,22,24.3497,21.1516,50,24,45.5939,13.2522,32,24,38.1672,0.007,14.4733,1.06938,35.6909,4.5,4.52469,0,6,44.7798
59.8058,22.2758,43,28,16.3877,19.3822,24,30,42.1366,14.6077,34,30,25.342,6.83073,24,27,25.6005,21.7646,50,28,58.2501,5.40488,45,24,42.3447,0.007,15.0443,1.15967,36.5143,3.5,34.3208,0.166667,5,54.8087
28.193,3.32347,21,20,59.086,18.3098,39,27,59.8007,17.3971,38,21,15.7259,17.5972,22,31,34.1355,5.82148,20,26,42.6455,14.7862,50,30,32.3456,0.008,12.8725,0.865224,37.3841,1.5,8.7063,0,6,46.1483
48.1795,13.226,33,27,48.3263,22.3357,32,24,25.364,11.987,28,26,16.9647,7.34628,23,22,44.5654,17.5181,52,23,25.952,16.4986,32,22,31.05,0.004,14.8186,0.908771,34.167,2.5,21.7108,0.166667,5,40.4404
48.1795,13.226,33,21,48.3263,22.3357,32,24,25.364,11.987,28,30,16.9647,7.34628,23,20,44.5654,17.5181,52,23,25.952,16.4986,32,24,31.05,0.004,14.8186,0.864232,35.9278,2.5,3.9877,0,6,40.4749
54.3218,24.2828,44,27,41.2414,22.1355,30,29,20.5942,9.83534,26,23,21.8011,11.5212,20,23,34.3035,12.4092,46,24,44.8284,15.3845,24,27,49.01,0.008,15.9281,1.3447,36.4469,4.5,12.6055,0,6,62.9387
53.2396,14.8761,35,20,29.6213,16.1801,23,31,55.6974,6.18411,28,26,58.2049,6.99279,20,26,39.6787,9.74162,43,31,59.9596,7.61979,47,23,34.012,0.008,10.2658,0.904247,37.6136,3.5,8.49619,0,6,40.9479
39.781,15.4154,28,26,14.7478,16.2868,20,29,29.4247,22.839,34,30,34.2934,6.87876,20,28,22.603,11.5565,20,27,48.2571,4.59119,38,23,44.2264,0.004,12.9279,1.17861,37.5241,0.5,11.46,0,6,70.4028
26.3277,17.2716,33,25,15.5377,14.0113,29,27,39.4953,8.40213,27,23,51.0575,6.87486,20,22,48.6957,14.8365,25,27,11.6135,6.41499,21,23,32.9499,0.008,11.3019,0.918435,35.8761,2.5,18.3055,0,6,43.3131
26.3277,17.2716,33,30,15.5377,14.0113,20,29,39.4953,8.40213,27,21,51.0575,6.87486,28,22,48.6957,14.8365,52,27,11.6135,6.41499,32,25,32.9499,0.008,11.3019,0.893045,36.8961,2.5,5.36016,0,6,43.4167
45.189,17.9358,37,28,38.43,12.1763,30,23,23.6128,8.18444,25,29,11.4607,17.0679,31,23,14.7892,7.37741,35,26,29.442,11.2011,29,26,32.7991,0.005,12.3238,0.975567,33.6206,1.5,20.2671,0.333333,4,47.6805
17.8842,6.94594,23,20,16.5047,8.56165,20,27,54.7349,8.15514,30,25,36.8316,15.7236,34,26,45.3867,12.6688,48,22,56.7074,27.6977,65,31,61.3894,0.009,13.2922,1.67123,36.7329,1.5,16.8504,0,6,95.9648
35.6131,9.34906,28,30,40.1332,7.4017,27,25,51.3564,15.7359,36,23,49.7724,14.8216,35,30,22.2363,14.5074,44,31,11.6641,15.1018,29,26,29.4333,0.006,12.8196,0.802593,36.6728,2.5,10.4544,0.166667,5,37.2933
35.6131,9.34906,28,24,40.1332,7.4017,20,25,51.3564,15.7359,36,23,49.7724,14.8216,35,30,22.2363,14.5074,44,31,11.6641,15.1018,29,26,29.4333,0.006,12.8196,0.819322,35.924,2.5,12.6498,0.166667,5,37.4211
57.3478,13.5751,35,31,50.195,13.4921,24,31,59.6339,4.22728,26,22,56.6967,14.959,26,28,20.5737,7.0896,37,29,26.3408,19.8894,35,27,35.9652,0.004,12.2054,0.96934,37.1028,3.5,12.687,0.166667,5,44.3337
59.8933,12.7436,34,28,12.6677,10.3719,20,26,33.2742,17.0224,34,30,49.7238,7.26604,20,27,49.7417,12.799,33,22,40.0138,8.61315,28,27,30.2516,0.007,11.4693,0.847624,35.6899,4.5,21.3302,0.166667,5,30.6283
30.5755,7.57419,25,25,22.5476,19.131,35,26,56.7817,17.8178,39,31,37.9408,6.37187,20,22,30.7656,13.1361,30,27,48.3283,3.57216,25,23,33.2877,0.003,11.2672,0.903761,36.8325,1.5,8.0874,0,6,47.9575
28.912,14.7426,32,22,39.2045,25.2049,42,31,41.0742,9.35492,29,22,46.7477,9.86137,20,22,29.1569,11.891,20,26,48.5883,18.6434,55,24,50.2395,0.004,14.9497,1.38083,36.3837,2.5,12.4159,0,6,73.1027
28.912,14.7426,32,22,39.2045,25.2049,42,29,41.0742,9.35492,29,22,46.7477,9.86137,30,22,29.1569,11.891,29,26,48.5883,18.6434,38,22,50.2395,0.004,14.9497,1.4023,35.8264,2.5,9.12185,0,6,73.418
46.1534,15.545,29,31,24.9674,18.6091,20,30,50.5329,4.90787,21,29,19.0976,16.7654,20,31,39.7916,15.2291,43,27,55.3673,10.8696,45,30,33.6645,0.002,13.6544,0.845559,39.8134,0.5,12.113,0,6,51.7028
27.2859,16.376,33,25,45.1944,11.7306,21,23,35.0657,12.4056,31,24,28.8243,27.7457,43,28,48.0194,18.7142,55,22,34.5906,9.48951,43,24,50.5522,0.007,16.0769,1.41177,35.8076,4.5,16.4045,0,6,65.7308
23.129,9.09968,26,26,20.9889,19.3166,25,25,56.3155,9.43026,31,24,25.1093,9.81341,20,24,34.6058,16.3321,49,27,29.905,16.1567,33,21,33.8978,0.008,13.3581,0.945708,35.8438,3.5,9.53659,0,6,41.2187
23.129,9.09968,26,20,20.9889,19.3166,35,25,56.3155,9.43026,31,22,25.1093,9.81341,26,24,34.6058,16.3321,49,27,29.905,16.1567,33,23,38.6932,0.008,13.3581,1.13715,34.0266,3.5,18.6674,0.166667,5,49.8148
36.1625,11.3559,30,26,13.5484,1.9988,18,22,50.2083,19.8966,39,30,38.7641,18.9722,27,24,56.2044,21.4836,60,28,46.2664,6.61123,26,24,52.3188,0.004,13.3864,1.42597,36.6899,1.5,8.34999,0,6,80.6803
28.3749,6.93245,25,21,23.596,25.5846,41,30,56.0002,18.7425,39,26,51.4931,19.5026,39,24,27.0598,17.3819,48,27,12.9823,12.2896,38,22,49.8191,0.007,16.7389,1.42606,34.9349,4.5,33.7199,0.166667,5,64.2957
23.6511,8.19563,25,27,11.2745,15.3056,29,25,39.6872,10.4553,29,25,19.3252,13.5657,20,29,21.7271,15.5279,44,30,57.7272,17.4119,38,27,29.6856,0.006,13.4103,0.793115,37.4292,4.5,3.21942,0,6,29.7524
23.6511,8.19563,25,21,11.2745,15.3056,20,25,39.6872,10.4553,29,25,19.3252,13.5657,29,29,21.7271,15.5279,44,30,57.7272,17.4119,56,27,32.5154,0.006,13.4103,0.877518,37.0539,4.5,4.26685,0,6,34.671
41.05,15.1248,34,23,16.1323,24.4733,39,26,26.7011,13.7724,31,24,58.9877,17.0623,28,24,28.291,13.08,44,28,20.4884,13.8398,43,23,46.7004,0.004,16.2254,1.29974,35.9305,4.5,17.3427,0,6,59.0339
39.1359,19.765,37,26,23.436,7.42043,24,23,23.8022,16.7557,33,27,42.92,19.0571,28,28,47.4655,9.20245,47,22,33.8631,15.6762,34,30,33.4469,0.003,14.6462,0.906707,36.8883,3.5,6.88023,0,6,40.2515
15.0113,18.476,33,28,45.7723,15.9443,35,29,32.7446,7.50442,25,27,45.7312,21.4004,40,24,30.3759,10.84,42,25,22.9576,7.42914,24,22,37.5495,0.006,13.599,1.06819,35.1524,1.5,10.3532,0.166667,5,55.7169
15.0113,18.476,33,28,45.7723,15.9443,25,31,32.7446,7.50442,25,23,45.7312,21.4004,40,24,30.3759,10.84,42,25,22.9576,7.42914,24,26,37.5495,0.006,13.599,1.01335,37.0549,1.5,7.30523,0,6,55.2174
48.3834,12.1258,32,26,15.1033,12.7773,20,26,24.2171,5.58677,23,22,57.0269,14.2084,25,31,36.6098,24.1034,56,30,33.2536,21.2647,38,26,49.5454,0.007,15.0111,1.31729,37.6117,1.5,7.55611,0,6,75.5857
47.2591,13.5698,29,28,20.7789,17.184,28,24,36.2321,9.73513,23,26,43.5194,22.3797,26,30,45.4739,9.91887,40,26,36.9272,13.8139,27,22,33.3156,0.004,14.4336,0.904409,36.8368,0.5,4.53999,0,6,52.1055
54.6601,12.4306,34,27,27.4428,12.3517,30,25,46.4236,16.0234,35,30,51.0628,6.62566,20,25,12.3367,22.9453,47,31,22.3955,11.4366,28,28,38.2818,0.003,13.6355,1.00679,38.0235,4.5,9.80982,0,6,44.1259
18.2977,17.5507,32,26,48.6152,16.9139,27,25,45.309,3.36357,24,24,47.443,12.9983,23,27,44.6099,12.6313,48,26,28.5885,21.3725,38,27,38.9958,0.006,14.1384,1.07232,36.366,4.5,9.84743,0,6,45.8375
18.2977,17.5507,44,28,48.6152,16.9139,27,25,45.309,3.36357,24,24,47.443,12.9983,33,27,44.6099,12.6313,48,26,28.5885,21.3725,38,30,38.9958,0.006,14.1384,1.05117,37.0977,4.5,8.13837,0,6,45.6611
29.2089,5.95918,24,23,49.5961,10.8316,21,30,27.464,12.2879,30,31,37.0519,20.8384,28,27,48.5024,14.5117,52,26,31.2855,16.0341,33,30,32.5758,0.004,13.4105,0.849264,38.3577,2.5,10.1608,0,6,42.2644
21.6285,13.4257,30,26,14.2855,15.0744,20,27,23.0341,16.7171,33,24,39.7861,10.9463,29,28,23.8976,6.19058,36,23,40.33,15.0039,50,26,29.6639,0.008,12.893,0.850478,34.8791,1.5,24.4538,0.166667,5,41.7357
47.1615,6.66951,28,23,33.1933,15.8331,33,23,52.2113,23.1619,42,29,56.7869,15.7602,27,26,12.1108,15.3804,20,29,14.4064,14.2435,41,25,30.5908,0.003,15.1748,0.83349,36.702,2.5,4.201,0,6,39.4769
52.1367,17.2064,37,20,23.9563,24.1924,29,26,47.5358,12.3334,33,25,52.6414,9.56544,20,24,12.8535,13.3155,27,25,58.3434,11.4996,33,23,41.3158,0.002,14.6855,1.16117,35.5813,4.5,9.99027,0,6,50.1068
52.1367,17.2064,37,20,23.9563,24.1924,29,26,47.5358,12.3334,33,25,52.6414,9.56544,20,24,12.8535,13.3155,38,25,58.3434,11.4996,51,23,41.3158,0.002,14.6855,1.16117,35.5813,4.5,13.5979,0,6,49.9985
40.5505,7.1486,22,23,43.9139,15.3132,20,31,19.6041,16.2649,26,24,41.9309,12.7579,27,23,53.3227,3.8768,20,24,41.5737,13.8566,28,30,24.8677,0.009,11.5363,0.727971,34.1604,0.5,24.8677,0.333333,4,37.6015
27.419,6.36188,24,20,28.9831,24.9917,31,31,45.6862,7.84478,28,24,29.3501,8.35524,20,22,47.1637,14.2697,34,22,32.1669,15.8724,47,26,43.7826,0.009,12.9493,1.2053,36.3252,3.5,14.0113,0,6,57.945
56.1849,16.1894,37,27,19.7343,15.2491,20,24,19.9506,14.2079,29,26,18.7093,18.3453,33,27,41.6033,16.0838,51,31,56.1253,13.8023,35,26,36.5242,0.004,15.6463,1.06458,34.3087,4.5,25.8079,0.333333,4,41.764
54.8137,9.53668,31,22,25.9977,19.3175,35,31,54.8806,12.5616,34,21,50.8462,12.316,23,26,24.4482,10.6425,40,26,47.4948,10.0106,48,22,37.7142,0.008,12.3975,1.03332,36.498,3.5,10.1513,0,6,47.5736
54.8137,9.53668,31,22,25.9977,19.3175,25,31,54.8806,12.5616,34,21,50.8462,12.316,33,26,24.4482,10.6425,40,26,47.4948,10.0106,31,20,34.4265,0.008,12.3975,0.944757,36.4395,3.5,4.72775,0,6,42.1008
58.5483,11.2716,33,24,52.1533,14.8408,35,24,32.0256,27.5121,43,29,10.8553,16.056,20,29,13.8791,8.26716,24,26,13.9317,10.3696,38,27,43.5753,0.005,14.7195,1.22781,35.4903,3.5,42.8864,0.166667,5,57.0346
57.5603,11.4464,33,23,22.5261,17.8026,24,30,39.7284,11.1328,30,26,50.5357,10.1437,31,22,23.1162,25.231,53,30,49.5818,4.79034,26,30,51.6376,0.004,13.4245,1.42425,36.2561,2.5,36.7509,0.166667,5,74.8274
22.4138,18.1897,34,22,52.9555,15.3075,35,24,21.2967,27.5724,42,31,51.9731,15.6962,26,23,40.8057,5.14759,41,24,19.3634,7.0845,35,22,50.3224,0.004,14.833,1.38714,36.2778,1.5,18.3927,0,6,77.1067
18.0275,18.7394,33,25,38.369,19.7694,27,31,38.7279,9.62701,28,24,41.1893,18.2284,27,22,24.5966,19.5978,48,22,22.5922,16.044,45,26,39.5621,0.007,17.001,1.08267,36.5414,3.5,5.04216,0,6,50.895
41.8768,18.7338,37,28,59.4878,16.7169,28,25,23.6733,16.0948,32,22,18.3745,7.35317,20,23,52.5155,10.305,31,24,16.4541,13.7802,29,30,27.7771,0.003,13.8306,0.759843,36.5564,4.5,11.1982,0,6,26.469
41.8768,18.7338,37,28,59.4878,16.7169,38,25,23.6733,16.0948,32,22,18.3745,7.35317,20,23,52.5155,10.305,48,24,16.4541,13.7802,29,28,31.5851,0.003,13.8306,0.910566,34.6873,4.5,29.721,0.166667,5,32.9806
54.0282,8.79397,30,25,52.4379,9.08719,20,25,39.2822,7.90382,27,23,19.4805,20.7062,25,31,49.1128,11.5974,49,31,10.3152,5.84951,20,26,31.9261,0.005,10.6563,0.845772,37.7479,3.5,9.76693,0,6,37.3175
59.7432,20.6876,41,24,31.2719,19.5159,26,26,43.1302,18.1638,37,31,13.0305,19.2436,33,26,45.2753,21.1251,56,26,33.4873,10.0436,29,26,37.9541,0.003,18.1299,1.06605,35.6025,1.5,31.1893,0.166667,5,55.6606
24.1523,13.9417,30,27,37.0761,12.1278,30,22,47.7928,23.4306,43,29,29.0185,12.9777,20,30,35.4068,7.33163,41,27,21.1587,13.9793,30,23,46.9845,0.007,13.9648,1.31776,35.6547,3.5,38.8986,0.166667,5,62.9646
27.0154,7.93173,26,27,35.6011,6.70582,20,26,12.6072,17.7485,31,31,36.5765,5.74238,25,27,46.4835,17.8243,53,31,19.54,5.87562,22,30,31.7941,0.003,10.3047,0.849694,37.4183,2.5,19.1996,0.166667,5,40.9043
50.9581,9.05427,30,29,42.3229,21.0313,55,29,41.2488,15.8731,51,26,18.1573,20.9253,47,31,38.432,9.37568,43,25,14.1981,5.61825,34,22,40.6537,0.008,13.6463,1.1224,36.2204,4.5,30.9966,0.166667,5,48.0921
36.4603,12.1316,30,24,50.8867,13.1915,50,30,46.822,13.5715,51,29,31.6455,16.2321,47,28,40.0701,7.31679,43,24,39.1077,24.4381,56,31,53.3913,0.007,14.4803,1.39817,38.1866,3.5,19.014,0,6,73.6119
42.3247,15.6672,30,29,16.2551,14.1981,36,29,40.1839,20.9316,50,28,31.4977,21.6446,47,30,36.7392,14.1784,42,27,56.2606,11.1051,45,25,40.7085,0.002,16.2875,1.07023,38.037,0.5,15.364,0,6,64.1107
57.6622,15.714,37,23,50.7543,18.622,55,31,12.4584,9.7791,35,31,19.8298,14.8638,42,26,19.505,0.310755,29,22,42.8864,17.3504,52,30,27.339,0.003,12.7733,0.714296,38.274,2.5,6.92897,0,6,33.438
